2 G 3 G 4 e

1 a 3 a 4 C
1 a 3 a 4 C
2 a 3 a 4 C
2 a 3 a 3 b
1 e 3 a 3 b
1 e 3 a 3 b
2 e 3 a 4 C
2 e 3 a 4 C

1 G 3 G 4 C
1 G 3 G 4 C
2 G 3 G 4 e
2 G 3 G 4 e
1 G 3 G 4 C
1 G 3 G 3 b
2 b 3 G 4 C
2 b 3 G 4 e

1 C 2 e 4 C
1 C 2 e 4 C
0 _ 0 _ 0 _
0 _ 0 _ 0 _
0 _ 3 C 3 C
3 C 0 _ 3 C
2 G 2 G 0 _
0 _ 2 G 2 G

2 e 0 _ 2 e
2 e 2 e 0 _
0 _ 2 C 2 C
2 C 0 _ 2 C
1 G 1 G 0 _
0 _ 1 G 1 G
1 e 0 _ 1 e
1 e 1 e 0 _

1 C 3 G 4 C
1 C 3 G 4 C
2 C 3 G 4 C
2 C 3 G 3 b
1 G 3 G 3 b
1 G 3 G 3 b
2 G 3 G 4 C
2 G 3 G 4 C

1 C 3 G 4 C
1 C 3 G 4 C
2 C 3 G 4 e
2 C 3 G 4 e
1 G 3 G 4 C
1 G 3 G 3 b
2 G 3 G 4 C
2 G 3 G 4 e

1 b 3 G 4 C
1 b 3 G 4 C
2 b 3 G 4 C
2 b 3 G 3 b
1 G 3 G 3 b
1 G 3 G 3 b
2 G 3 G 4 C
2 G 3 G 4 C

1 b 3 G 4 C
1 b 3 G 4 C
2 b 3 G 4 e
2 b 3 G 4 e
1 G 3 G 4 C
1 G 3 G 3 b
2 G 3 G 4 C
2 G 3 G 4 e

1 a 3 a 4 C
1 a 3 a 4 C
2 a 3 a 4 C
2 a 3 a 3 b
1 e 3 a 3 b
1 e 3 a 3 b
2 e 3 a 4 C
2 e 3 a 4 C

1 G 3 G 4 C
1 G 3 G 4 C
2 G 3 G 4 e
2 G 3 G 4 e
1 G 3 G 4 C
1 G 3 G 3 b
2 b 3 G 4 C
2 b 3 G 4 e

1 C 2 e 4 C
1 C 2 e 4 C
0 _ 0 _ 0 _
0 _ 0 _ 0 _
0 _ 3 C 3 C
3 C 0 _ 3 C
2 G 2 G 0 _
0 _ 2 G 2 G

2 e 0 _ 2 e
2 e 2 e 0 _
0 _ 2 C 2 C
2 C 0 _ 2 C
1 G 1 G 0 _
0 _ 1 G 1 G
1 e 0 _ 1 e
1 e 1 e 0 _

1 a 3 a 4 C
1 a 3 a 4 C 
1 a 3 a 4 C 
1 a 3 a 4 D 
1 a 3 a 4 D 
1 a 3 a 4 D 
1 a 3 a 4 e 
1 a 3 a 4 e

1 G 3 b 4 D 
1 G 3 b 4 D 
1 G 3 b 4 D 
1 G 3 b 4 e 
1 G 3 b 4 e 
1 G 3 b 4 e 
1 G 3 b 4 F 
1 G 3 b 4 F 

1 F 4 C 4 G 
1 F 4 C 4 G 
1 F 4 C 4 G 
1 F 4 C 4 G 
1 F 4 C 4 a 
1 F 4 C 4 G 
1 F 4 C 4 a 
1 F 4 C 4 b 

1 G 4 C 4 G 
1 G 4 C 4 G 
1 G 4 C 4 G 
1 G 4 C 4 G 
1 G 4 C 4 G 
1 G 4 C 4 G 
1 G 4 C 4 G 
1 G 4 C 1 G 

1 a 4 C 4 a
1 a 4 C 4 a
1 a 4 C 4 G
1 a 4 C 4 G 
1 a 4 C 4 F 
1 a 4 C 4 F 
1 a 4 C 4 e
1 a 4 C 4 e

1 G 3 b 4 G
1 G 3 b 4 G 
1 G 3 b 4 F 
1 G 3 b 4 F 
1 G 3 G 4 e 
1 G 3 G 4 e 
1 G 3 G 4 D 
1 G 3 G 3 D 

0 C 3 e 4 C 
1 C 3 e 4 C 
0 C 3 e 4 C 
1 C 3 e 4 C 
0 C 3 e 3 b 
1 C 3 e 3 b 
0 C 3 e 3 b 
1 C 3 e 3 b 

0 C 3 e 3 a 
1 C 3 e 3 a 
0 C 3 e 3 a 
1 C 3 e 3 a 
0 C 3 e 3 G 
1 C 3 e 3 G 
0 C 3 e 3 G 
1 C 3 e 3 G 

0 F 3 a 4 F 
1 F 3 a 4 F 
0 F 3 a 4 F 
1 F 3 a 4 F 
0 F 3 a 4 e 
1 F 3 a 4 e 
0 F 3 a 4 e 
1 F 3 a 4 e 

0 F 3 a 4 d 
1 F 3 a 4 d 
0 F 3 a 4 d 
1 F 3 a 4 d 
0 F 3 a 4 C 
1 F 3 a 4 C 
0 F 3 a 4 C 
1 F 3 a 4 C 

0 G 3 b 4 G 
1 G 3 b 4 G 
0 G 3 b 4 G 
1 G 3 b 4 G 
0 G 3 b 4 F 
1 G 3 b 4 F 
0 G 3 b 4 F 
1 G 3 b 4 F 

0 F 4 C 4 a 
1 F 4 C 4 a 
0 F 4 C 4 a 
1 F 4 C 4 a 
0 F 4 C 4 G 
1 F 4 C 4 G 
0 F 4 C 4 G 
1 F 4 C 4 G 

0 e 4 e 4 b 
1 e 4 e 4 b 
0 e 4 e 4 b 
1 e 4 e 4 b 
0 e 4 e 4 a 
1 e 4 e 4 a 
0 e 4 e 4 a 
1 e 4 e 4 a 

0 d 4 F 5 d 
1 d 4 F 5 d 
0 d 4 F 5 d 
1 d 4 F 5 d 
0 C 4 b 5 f 
1 C 4 b 5 f 
0 C 4 b 5 f 
1 C 4 b 5 f 


1 F 4 a 5 F
1 F 4 a 5 F
1 F 2 a 5 F
1 F 2 a 5 F
1 F 3 C 5 F
1 F 3 C 5 F
1 F 3 F 5 F
1 F 3 F 5 F

1 g 2 b 3 g
1 g 2 b 3 g
1 g 2 b 3 g
1 g 2 b 3 g
1 g 2 b 3 f
1 g 2 b 3 f
1 g 2 b 3 f
1 g 2 b 3 f

1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F

1 g 2 b 3 g
1 g 2 b 3 g
1 g 2 b 3 g
1 g 2 b 3 g
1 g 2 b 3 f
1 g 2 b 3 f
1 g 2 b 3 f
1 g 2 b 3 f

1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F

1 f 2 G 3 f
1 f 2 G 3 f
1 f 2 G 3 f
1 f 2 G 3 f
1 f 2 G 3 f
1 f 2 G 3 f
1 f 2 G 3 f
1 f 2 G 3 f

1 e 2 g 3 e
1 e 2 g 3 e
1 e 2 g 3 e
1 e 2 g 3 e
1 e 2 g 3 e
1 e 2 g 3 e
1 e 2 g 3 e
1 e 2 g 3 e

1 C 2 b 3 f
1 C 2 b 3 f
1 C 2 b 3 f
1 C 2 b 3 f
1 C 2 b 3 f
1 C 2 b 3 f
1 C 2 b 3 f
1 C 2 b 3 f

1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F

1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F
1 F 2 a 3 F

1 F 0 _ 0 _
2 F 0 _ 0 _
1 F 0 _ 0 _
2 F 0 _ 0 _
1 F 0 _ 0 _
2 F 0 _ 0 _
1 F 0 _ 0 _
2 F 0 _ 0 _

1 F 0 _ 0 _
0 F 0 _ 0 _
0 F 0 _ 0 _
0 F 0 _ 0 _
4 b 0 _ 0 _
3 b 0 _ 0 _
2 b 0 _ 0 _
1 b 0 _ 0 _
